date,entity_name,location_address,location_coordinates
2018-02-18,Justin Trudeau,"India, Mumbai","[72.8773928, 19.0759899]"
2018-02-18,Justin Trudeau,"India, New Delhi","[77.2090057, 28.6138954]"
2018-02-18,Brockhampton,"United States, Chicago","[-87.6244212, 41.8755616]"
2018-02-19,Ed Sheeran,"England, London","[-0.1276474, 51.5073219]"
2018-02-19,Donald Trump,"Florida, Fort Lauderdale","[-80.1433786, 26.1223084]"
2018-02-19,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-02-19,Donald Trump,"Florida, Parkland","[-80.27393698018462, 26.32540565]"
2018-02-19,Justin Trudeau,"India, Agra","[78.0098161, 27.1752554]"
2018-02-19,Justin Trudeau,"India, Ahmedabad","[72.5797068, 23.0216238]"
2018-02-19,Justin Trudeau,"India, Amritsar","[74.8736788, 31.6343083]"
2018-02-19,Justin Trudeau,"India, Mumbai","[72.8773928, 19.0759899]"
2018-02-19,Justin Trudeau,"India, New Delhi","[77.2090057, 28.6138954]"
2018-02-19,Brad Paisley,"United States, San Antonio","[-98.4951405, 29.4246002]"
2018-02-20,Justin Trudeau,"India, Agra","[78.0098161, 27.1752554]"
2018-02-20,Justin Trudeau,"India, Ahmedabad","[72.5797068, 23.0216238]"
2018-02-20,Justin Trudeau,"India, Amritsar","[74.8736788, 31.6343083]"
2018-02-20,Justin Trudeau,"India, Mumbai","[72.8773928, 19.0759899]"
2018-02-20,Justin Trudeau,"India, New Delhi","[77.2090057, 28.6138954]"
2018-02-20,Brad Paisley,"United States, San Antonio","[-98.4951405, 29.4246002]"
2018-02-20,Brockhampton,"United States, St. Louis","[-90.24111656024635, 38.6529545]"
2018-02-21,Justin Timberlake,"England, London","[-0.1276474, 51.5073219]"
2018-02-21,Justin Trudeau,"India, Agra","[78.0098161, 27.1752554]"
2018-02-21,Justin Trudeau,"India, Ahmedabad","[72.5797068, 23.0216238]"
2018-02-21,Justin Trudeau,"India, Amritsar","[74.8736788, 31.6343083]"
2018-02-21,Justin Trudeau,"India, Mumbai","[72.8773928, 19.0759899]"
2018-02-21,Justin Trudeau,"India, New Delhi","[77.2090057, 28.6138954]"
2018-02-21,Brockhampton,"United States, Kansas City","[-94.5781416, 39.100105]"
2018-02-22,Justin Trudeau,"India, Agra","[78.0098161, 27.1752554]"
2018-02-22,Justin Trudeau,"India, Ahmedabad","[72.5797068, 23.0216238]"
2018-02-22,Justin Trudeau,"India, Amritsar","[74.8736788, 31.6343083]"
2018-02-22,Justin Trudeau,"India, Mumbai","[72.8773928, 19.0759899]"
2018-02-22,Justin Trudeau,"India, New Delhi","[77.2090057, 28.6138954]"
2018-02-22,Brockhampton,"United States, Denver","[-104.9848623, 39.7392364]"
2018-02-22,Brad Paisley,"United States, Knoxville","[-83.9210261, 35.9603948]"
2018-02-23,Justin Trudeau,"India, Agra","[78.0098161, 27.1752554]"
2018-02-23,Justin Trudeau,"India, Ahmedabad","[72.5797068, 23.0216238]"
2018-02-23,Justin Trudeau,"India, Amritsar","[74.8736788, 31.6343083]"
2018-02-23,Justin Trudeau,"India, Mumbai","[72.8773928, 19.0759899]"
2018-02-23,Justin Trudeau,"India, New Delhi","[77.2090057, 28.6138954]"
2018-02-23,Donald Trump,"Maryland, Oxon Hill","[-76.9694017673286, 38.784824900000004]"
2018-02-23,Brad Paisley,"United States, Pikeville","[-82.5187629, 37.4792672]"
2018-02-23,Emmanuel Macron,"Belgium, Brussels","[4.351697, 50.8465573]"
2018-02-24,Dua Lipa,"United Arab Emirates, Abu Dhabi","[54.3774014, 24.4538352]"
2018-02-24,Brad Paisley,"United States, Rosemont","[-87.8756737, 41.9941334]"
2018-02-24,Brockhampton,"United States, Salt Lake City","[-111.8867975, 40.7596198]"
2018-02-26,Brockhampton,"Canada, Vancouver","[-123.113952, 49.2608724]"
2018-02-27,Brockhampton,"United States, Seattle","[-122.3300624, 47.6038321]"
2018-02-28,Lana Del Rey,"United States, Honolulu","[-157.855676, 21.304547]"
2018-02-28,Brockhampton,"United States, Seattle","[-122.3300624, 47.6038321]"
2018-03-01,Jacinda Ardern,"Australia, Sydney","[151.2164539, -33.8548157]"
2018-03-01,Taylor Swift,"United States, Nashville","[-86.7742984, 36.1622767]"
2018-03-02,Ed Sheeran,"Australia, Perth","[115.8604796, -31.9527121]"
2018-03-02,Jacinda Ardern,"Australia, Sydney","[151.2164539, -33.8548157]"
2018-03-02,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-03-02,Donald Trump,"North Carolina, Charlotte","[-80.8430827, 35.2272086]"
2018-03-02,Brockhampton,"United States, Portland","[-122.6741949, 45.5202471]"
2018-03-03,Ed Sheeran,"Australia, Perth","[115.8604796, -31.9527121]"
2018-03-03,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-03-03,Brockhampton,"United States, San Francisco","[-122.419906, 37.7790262]"
2018-03-04,Brockhampton,"United States, San Francisco","[-122.419906, 37.7790262]"
2018-03-05,Jacinda Ardern,Samoa,"[-172.12005, -13.7693895]"
2018-03-05,Jacinda Ardern,"Samoa, Apia","[-171.7692793, -13.8343691]"
2018-03-05,Brockhampton,"United States, Sacramento","[-121.493895, 38.5810606]"
2018-03-06,Jacinda Ardern,"Niue, Alofi","[-169.919199, -19.0534159]"
2018-03-06,Jacinda Ardern,Samoa,"[-172.12005, -13.7693895]"
2018-03-06,Jacinda Ardern,"Samoa, Apia","[-171.7692793, -13.8343691]"
2018-03-06,Jacinda Ardern,"Tonga, Nuku'alofa","[-175.2018085, -21.1343401]"
2018-03-06,Rex Tillerson,"Ethiopia, Addis Ababa","[38.7612525, 9.0107934]"
2018-03-07,Ed Sheeran,"Australia, Adelaide","[138.5999312, -34.9281805]"
2018-03-07,Jacinda Ardern,"Tonga, Nuku'alofa","[-175.2018085, -21.1343401]"
2018-03-07,Brockhampton,"United States, Phoenix","[-112.0741417, 33.4484367]"
2018-03-07,Rex Tillerson,"Ethiopia, Addis Ababa","[38.7612525, 9.0107934]"
2018-03-08,Jacinda Ardern,"Cook Islands, Rarotonga","[-159.77610904284523, -21.247552849999998]"
2018-03-08,Jacinda Ardern,"Tonga, Nuku'alofa","[-175.2018085, -21.1343401]"
2018-03-08,Brockhampton,"United States, Phoenix","[-112.0741417, 33.4484367]"
2018-03-08,Brad Paisley,"United States, Savannah","[-81.0911768, 32.0809263]"
2018-03-08,Rex Tillerson,"Ethiopia, Addis Ababa","[38.7612525, 9.0107934]"
2018-03-09,Ed Sheeran,"Australia, Melbourne","[144.9631608, -37.8142176]"
2018-03-09,Brad Paisley,"United States, Tallahassee","[-84.2809332, 30.4380832]"
2018-03-09,Emmanuel Macron,"India, Mirzapur","[82.64770129811649, 24.9356347]"
2018-03-09,Emmanuel Macron,"India, New Delhi","[77.2090057, 28.6138954]"
2018-03-09,Emmanuel Macron,"India, Varanasi","[83.0076292, 25.3356491]"
2018-03-09,Rex Tillerson,"Djibouti, Djibouti","[42.8453061, 11.8145966]"
2018-03-09,Rex Tillerson,"Kenya, Nairobi","[36.8172449, -1.2832533]"
2018-03-10,Ed Sheeran,"Australia, Melbourne","[144.9631608, -37.8142176]"
2018-03-10,Donald Trump,"Pennsylvania, Moon Township","[-80.2082, 40.5061]"
2018-03-10,Brad Paisley,"United States, St. Augustine","[-81.3145395, 29.8946952]"
2018-03-10,Emmanuel Macron,"India, Mirzapur","[82.64770129811649, 24.9356347]"
2018-03-10,Emmanuel Macron,"India, New Delhi","[77.2090057, 28.6138954]"
2018-03-10,Emmanuel Macron,"India, Varanasi","[83.0076292, 25.3356491]"
2018-03-10,Rex Tillerson,"Kenya, Nairobi","[36.8172449, -1.2832533]"
2018-03-11,Ed Sheeran,"Australia, Melbourne","[144.9631608, -37.8142176]"
2018-03-11,Mauricio Macri,"Chile, Valparaíso","[-71.6196749, -33.0458456]"
2018-03-11,Dua Lipa,"New Zealand, Auckland","[174.7631803, -36.852095]"
2018-03-11,Harry Styles,"Switzerland, Basel","[7.5878261, 47.5581077]"
2018-03-11,Paolo Gentiloni,"United Arab Emirates, Abu Dhabi","[54.3774014, 24.4538352]"
2018-03-11,Brad Paisley,"United States, Plant City","[-82.1234803, 28.01633]"
2018-03-11,Emmanuel Macron,"India, Mirzapur","[82.64770129811649, 24.9356347]"
2018-03-11,Emmanuel Macron,"India, New Delhi","[77.2090057, 28.6138954]"
2018-03-11,Emmanuel Macron,"India, Varanasi","[83.0076292, 25.3356491]"
2018-03-11,Rex Tillerson,"Kenya, Nairobi","[36.8172449, -1.2832533]"
2018-03-12,Ed Sheeran,"Australia, Melbourne","[144.9631608, -37.8142176]"
2018-03-12,Emmanuel Macron,"India, Mirzapur","[82.64770129811649, 24.9356347]"
2018-03-12,Emmanuel Macron,"India, New Delhi","[77.2090057, 28.6138954]"
2018-03-12,Emmanuel Macron,"India, Varanasi","[83.0076292, 25.3356491]"
2018-03-12,Rex Tillerson,"Chad, N'Djamena","[15.0502758, 12.1191543]"
2018-03-12,Rex Tillerson,"Nigeria, Abuja","[7.4892974, 9.0643305]"
2018-03-13,Dua Lipa,"Australia, Sydney","[151.2164539, -33.8548157]"
2018-03-13,Donald Trump,"California, Los Angeles","[-118.242766, 34.0536909]"
2018-03-13,Donald Trump,"California, San Diego","[-117.1627728, 32.7174202]"
2018-03-13,Harry Styles,"France, Paris","[2.3200410217200766, 48.8588897]"
2018-03-14,Dua Lipa,"Australia, Brisbane","[153.0234991, -27.4689682]"
2018-03-14,Donald Trump,"California, Los Angeles","[-118.242766, 34.0536909]"
2018-03-14,Donald Trump,"California, San Diego","[-117.1627728, 32.7174202]"
2018-03-14,Donald Trump,"Missouri, St. Louis","[-90.24111656024635, 38.6529545]"
2018-03-14,Harry Styles,"Netherlands, Amsterdam","[4.8936041, 52.3727598]"
2018-03-15,Ed Sheeran,"Australia, Sydney","[151.2164539, -33.8548157]"
2018-03-15,Justin Trudeau,"United States, Florida","[-81.4639835, 27.7567667]"
2018-03-16,Ed Sheeran,"Australia, Sydney","[151.2164539, -33.8548157]"
2018-03-16,Harry Styles,"Belgium, Antwerp","[4.3997081, 51.2211097]"
2018-03-16,Angela Merkel,"France, Paris","[2.3200410217200766, 48.8588897]"
2018-03-16,Justin Trudeau,"United States, Florida","[-81.4639835, 27.7567667]"
2018-03-16,Brad Paisley,"United States, Marksville","[-92.0662356, 31.1279652]"
2018-03-17,Lana Del Rey,"Argentina, Buenos Aires","[-58.4370894, -34.6075682]"
2018-03-17,Dua Lipa,"Australia, Melbourne","[144.9631608, -37.8142176]"
2018-03-17,Ed Sheeran,"Australia, Sydney","[151.2164539, -33.8548157]"
2018-03-17,Justin Trudeau,"United States, Florida","[-81.4639835, 27.7567667]"
2018-03-18,Dua Lipa,"Australia, Adelaide","[138.5999312, -34.9281805]"
2018-03-18,Lana Del Rey,"Chile, Santiago","[-70.6504502, -33.4377756]"
2018-03-18,Harry Styles,"Sweden, Stockholm","[18.0710935, 59.3251172]"
2018-03-18,Justin Trudeau,"United States, Florida","[-81.4639835, 27.7567667]"
2018-03-18,Donald Trump,"Virginia, Sterling","[-77.40832792370676, 39.003809849999996]"
2018-03-19,Lana Del Rey,"Chile, Santiago","[-70.6504502, -33.4377756]"
2018-03-19,Harry Styles,"Denmark, Copenhagen","[12.5700724, 55.6867243]"
2018-03-19,Donald Trump,"New Hampshire, Manchester","[-71.4547891, 42.9956397]"
2018-03-19,Angela Merkel,"Poland, Warsaw","[21.0067249, 52.2319581]"
2018-03-20,Ed Sheeran,"Australia, Brisbane","[153.0234991, -27.4689682]"
2018-03-21,Ed Sheeran,"Australia, Brisbane","[153.0234991, -27.4689682]"
2018-03-21,Dua Lipa,"Australia, Perth","[115.8604796, -31.9527121]"
2018-03-21,Harry Styles,"Norway, Oslo","[10.7389701, 59.9133301]"
2018-03-21,Emmanuel Macron,"Netherlands, The Hague","[4.3113461, 52.0799838]"
2018-03-22,Angela Merkel,"Belgium, Brussels","[4.351697, 50.8465573]"
2018-03-22,Theresa May,"Belgium, Brussels","[4.351697, 50.8465573]"
2018-03-22,Brad Paisley,"United States, Erie","[-80.0852695, 42.1294712]"
2018-03-22,Moon Jae-in,"Vietnam, Ha Noi","[105.8544441, 21.0294498]"
2018-03-22,Emmanuel Macron,"Belgium, Brussels","[4.351697, 50.8465573]"
2018-03-23,Angela Merkel,"Belgium, Brussels","[4.351697, 50.8465573]"
2018-03-23,Theresa May,"Belgium, Brussels","[4.351697, 50.8465573]"
2018-03-23,Lana Del Rey,"Colombia, Bogotá","[-74.083652, 4.6533326]"
2018-03-23,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-03-23,Andrzej Duda,"Hungary, Veszprém","[17.9140147, 47.0928058]"
2018-03-23,Brad Paisley,"United States, Louisville","[-85.759407, 38.2542376]"
2018-03-23,Moon Jae-in,"Vietnam, Ha Noi","[105.8544441, 21.0294498]"
2018-03-23,Emmanuel Macron,"Belgium, Brussels","[4.351697, 50.8465573]"
2018-03-24,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-03-24,Harry Styles,"Germany, Oberhausen","[6.8514435, 51.4696137]"
2018-03-24,Andrzej Duda,"Hungary, Veszprém","[17.9140147, 47.0928058]"
2018-03-24,Moon Jae-in,"United Arab Emirates, Abu Dhabi","[54.3774014, 24.4538352]"
2018-03-24,Moon Jae-in,"United Arab Emirates, Dubai","[55.2924914, 25.2653471]"
2018-03-24,Brad Paisley,"United States, Moline","[-90.5151342, 41.5067003]"
2018-03-24,Ariana Grande,"United States, Washington D.C.","[-77.0365427, 38.8950368]"
2018-03-24,Miley Cyrus,"United States, Washington D.C.","[-77.0365427, 38.8950368]"
2018-03-24,Moon Jae-in,"Vietnam, Ha Noi","[105.8544441, 21.0294498]"
2018-03-24,Ed Sheeran,"New Zealand, Auckland","[174.7631803, -36.852095]"
2018-03-25,Lana Del Rey,"Brazil, São Paulo","[-46.6333824, -23.5506507]"
2018-03-25,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-03-25,Harry Styles,"Germany, Hamburg","[10.000654, 53.550341]"
2018-03-25,Moon Jae-in,"United Arab Emirates, Abu Dhabi","[54.3774014, 24.4538352]"
2018-03-25,Moon Jae-in,"United Arab Emirates, Dubai","[55.2924914, 25.2653471]"
2018-03-25,Ed Sheeran,"New Zealand, Auckland","[174.7631803, -36.852095]"
2018-03-25,Kim Jong-un,"China, Beijing","[116.3912757, 39.906217]"
2018-03-26,Andrzej Duda,"Afghanistan, Bagram","[69.2341077, 34.9333734]"
2018-03-26,Andrzej Duda,"Georgia, Tbilisi","[44.8014495, 41.6934591]"
2018-03-26,Ilir Meta,"Malta, Valletta","[14.5136759, 35.8989818]"
2018-03-26,Andrzej Duda,"Tajikistan, Dushanbe","[68.81521423589763, 38.5425835]"
2018-03-26,Moon Jae-in,"United Arab Emirates, Abu Dhabi","[54.3774014, 24.4538352]"
2018-03-26,Moon Jae-in,"United Arab Emirates, Dubai","[55.2924914, 25.2653471]"
2018-03-26,Ed Sheeran,"New Zealand, Auckland","[174.7631803, -36.852095]"
2018-03-26,Kim Jong-un,"China, Beijing","[116.3912757, 39.906217]"
2018-03-27,Harry Styles,"Germany, Munich","[11.5753822, 48.1371079]"
2018-03-27,Hassan Rouhani,"Turkmenistan, Ashgabat","[58.3823487, 37.9404648]"
2018-03-27,Moon Jae-in,"United Arab Emirates, Abu Dhabi","[54.3774014, 24.4538352]"
2018-03-27,Moon Jae-in,"United Arab Emirates, Dubai","[55.2924914, 25.2653471]"
2018-03-27,Donald Trump,"Virginia, McLean","[-77.1776327, 38.9342888]"
2018-03-27,Kim Jong-un,"China, Beijing","[116.3912757, 39.906217]"
2018-03-28,Hassan Rouhani,"Azerbaijan, Baku","[50.27770925520258, 40.163999149999995]"
2018-03-28,Shawn Mendes,"United States, Los Angeles","[-118.242766, 34.0536909]"
2018-03-28,Kim Jong-un,"China, Beijing","[116.3912757, 39.906217]"
2018-03-29,Lana Del Rey,"Australia, Brisbane","[153.0234991, -27.4689682]"
2018-03-29,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-03-29,Katy Perry,"Japan, Tokyo","[139.7594549, 35.6828387]"
2018-03-29,Donald Trump,"Ohio, Richfield","[-81.6381785, 41.2397772]"
2018-03-29,Ed Sheeran,"New Zealand, Dunedin","[170.5035755, -45.8740984]"
2018-03-30,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-03-30,Harry Styles,"Spain, Barcelona","[2.1774322, 41.3828939]"
2018-03-31,Lana Del Rey,"Australia, Melbourne","[144.9631608, -37.8142176]"
2018-03-31,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-03-31,Harry Styles,"Spain, Madrid","[-3.7035825, 40.4167047]"
2018-03-31,Ed Sheeran,"New Zealand, Dunedin","[170.5035755, -45.8740984]"
2018-03-31,Taylor Swift,"United States, Nashville","[-86.7742984, 36.1622767]"
2018-04-01,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-04-01,Ed Sheeran,"New Zealand, Dunedin","[170.5035755, -45.8740984]"
2018-04-02,Lana Del Rey,"Australia, Sydney","[151.2164539, -33.8548157]"
2018-04-02,Harry Styles,"Italy, Milan","[9.1896346, 45.4641943]"
2018-04-03,Vladimir Putin,"Turkey, Ankara","[32.8540482, 39.9207886]"
2018-04-04,Harry Styles,"Italy, Bologna","[11.3426327, 44.4938203]"
2018-04-04,Vladimir Putin,"Turkey, Ankara","[32.8540482, 39.9207886]"
2018-04-04,Hassan Rouhani,"Turkey, Ankara","[32.8540482, 39.9207886]"
2018-04-05,Harry Styles,"Germany, Mannheim","[8.4673098, 49.4892913]"
2018-04-05,Brad Paisley,"United States, Columbus","[-83.0007065, 39.9622601]"
2018-04-05,Donald Trump,"West Virginia, White Sulphur Springs","[-80.2975734, 37.7965149]"
2018-04-07,Harry Styles,"England, Birmingham","[-1.9026911, 52.4796992]"
2018-04-07,Brad Paisley,"United States, Grand Rapids","[-85.6678639, 42.9632405]"
2018-04-08,Ed Sheeran,"Philippines, Manila","[120.9809674, 14.5907332]"
2018-04-09,Theresa May,"Denmark, Copenhagen","[12.5700724, 55.6867243]"
2018-04-09,Harry Styles,"England, Manchester","[-2.2451148, 53.4794892]"
2018-04-09,Dua Lipa,"Ireland, Dublin","[-6.2602732, 53.3497645]"
2018-04-09,Theresa May,"Sweden, Stockholm","[18.0710935, 59.3251172]"
2018-04-09,Jean-Michel Jarre,"United States, Dallas","[-96.7968559, 32.7762719]"
2018-04-10,Dua Lipa,"Ireland, Dublin","[-6.2602732, 53.3497645]"
2018-04-10,Jean-Michel Jarre,"United States, Houston","[-95.3676974, 29.7589382]"
2018-04-11,Harry Styles,"England, London","[-0.1276474, 51.5073219]"
2018-04-11,Lana Del Rey,"Italy, Milan","[9.1896346, 45.4641943]"
2018-04-11,Ed Sheeran,"Japan, Osaka","[135.490357, 34.6198813]"
2018-04-12,Shawn Mendes,"Germany, Berlin","[13.3888599, 52.5170365]"
2018-04-12,Dua Lipa,"Scotland, Glasgow","[-4.2488787, 55.8609825]"
2018-04-12,Brad Paisley,"United States, North Little Rock","[-92.2670941, 34.769536]"
2018-04-12,Harry Styles,"London, The O2 Arena","[0.0030255532020142147, 51.502918]"
2018-04-13,Jacinda Ardern,"Australia, Gold Coast","[153.4145987, -28.0023731]"
2018-04-13,Lana Del Rey,"Italy, Rome","[12.4829321, 41.8933203]"
2018-04-13,Ed Sheeran,"Japan, Tokyo","[139.7594549, 35.6828387]"
2018-04-13,Justin Trudeau,"Peru, Lima","[-77.0365256, -12.0621065]"
2018-04-13,Mauricio Macri,"Peru, Lima","[-77.0365256, -12.0621065]"
2018-04-13,Jean-Michel Jarre,"United States, Indio","[-116.22331524966393, 33.743764999999996]"
2018-04-14,Jacinda Ardern,"Australia, Gold Coast","[153.4145987, -28.0023731]"
2018-04-14,Dua Lipa,"England, Manchester","[-2.2451148, 53.4794892]"
2018-04-14,Ed Sheeran,"Japan, Tokyo","[139.7594549, 35.6828387]"
2018-04-14,Justin Trudeau,"Peru, Lima","[-77.0365256, -12.0621065]"
2018-04-14,Mauricio Macri,"Peru, Lima","[-77.0365256, -12.0621065]"
2018-04-14,Harry Styles,"Scotland, Glasgow","[-4.2488787, 55.8609825]"
2018-04-14,Brockhampton,"United States, Indio","[-116.22331524966393, 33.743764999999996]"
2018-04-15,Dua Lipa,"England, Manchester","[-2.2451148, 53.4794892]"
2018-04-15,Justin Trudeau,"France, Paris","[2.3200410217200766, 48.8588897]"
2018-04-15,Jean-Michel Jarre,"United States, San Jose","[-121.890583, 37.3361905]"
2018-04-15,Donald Trump,"Virginia, Sterling","[-77.40832792370676, 39.003809849999996]"
2018-04-16,Donald Trump,"Florida, Hialeah","[-80.29146452058569, 25.8670439]"
2018-04-16,Donald Trump,"Florida, Key West","[-81.7724368, 24.5625566]"
2018-04-16,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-04-16,Donald Trump,"Florida, West Palm Beach","[-80.0532942, 26.715364]"
2018-04-16,Justin Trudeau,"France, Paris","[2.3200410217200766, 48.8588897]"
2018-04-16,Jacinda Ardern,"France, Paris","[2.3200410217200766, 48.8588897]"
2018-04-16,Lana Del Rey,"Germany, Berlin","[13.3888599, 52.5170365]"
2018-04-16,Harry Styles,"Ireland, Dublin","[-6.2602732, 53.3497645]"
2018-04-17,Lana Del Rey,"Belgium, Antwerp","[4.3997081, 51.2211097]"
2018-04-17,Jean-Michel Jarre,"Canada, Vancouver","[-123.113952, 49.2608724]"
2018-04-17,Dua Lipa,"England, Birmingham","[-1.9026911, 52.4796992]"
2018-04-17,Donald Trump,"Florida, Hialeah","[-80.29146452058569, 25.8670439]"
2018-04-17,Donald Trump,"Florida, Key West","[-81.7724368, 24.5625566]"
2018-04-17,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-04-17,Donald Trump,"Florida, West Palm Beach","[-80.0532942, 26.715364]"
2018-04-17,Justin Trudeau,"France, Paris","[2.3200410217200766, 48.8588897]"
2018-04-17,Jacinda Ardern,"Germany, Berlin","[13.3888599, 52.5170365]"
2018-04-17,Jacinda Ardern,"United Kingdom, London","[-0.1276474, 51.5073219]"
2018-04-17,Justin Trudeau,"United Kingdom, London","[-0.1276474, 51.5073219]"
2018-04-17,Justin Trudeau,"United Kingdom, Windsor","[-0.6040964041849046, 51.483757749999995]"
2018-04-17,Brockhampton,"United States, Los Angeles","[-118.242766, 34.0536909]"
2018-04-18,Donald Trump,"Florida, Hialeah","[-80.29146452058569, 25.8670439]"
2018-04-18,Donald Trump,"Florida, Key West","[-81.7724368, 24.5625566]"
2018-04-18,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-04-18,Donald Trump,"Florida, West Palm Beach","[-80.0532942, 26.715364]"
2018-04-18,Jacinda Ardern,"United Kingdom, London","[-0.1276474, 51.5073219]"
2018-04-18,Justin Trudeau,"United Kingdom, London","[-0.1276474, 51.5073219]"
